Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2022,103699,George W Dunne Cook County Office Building,Submitted Data,69 W Washington St,60602,4.0,false,LOOP,Office,821861,1965,1,,86,19322644,30334500.3,0,0,,60.4,104.6,62.1,106.4,4156.3,5.1,41.883100479248256,-87.6301472292721,POINT (-87.6301472292721 41.883100479248256),2022-103699
2022,255023,Clybourn1200,Submitted Data,454 W DIVISION ST,60610,2.0,false,Near North Side,Multifamily Housing,159968,2017,1,,44,3842744.7,6975375.6,0,0,,82.2,137.4,84.1,138.5,876.6,6.7,41.903869621035135,-87.6403877550922,POINT (-87.6403877550922 41.903869621035135),2022-255023
2022,251483,"Hamilton Elementary, Alexander - CPS",Submitted Data,1650 W Cornelia Ave,60657,2.5,false,LAKE VIEW,K-12 School,74643,1903,1,,59,1116641.8,4892230.2,0,0,,80.5,110.7,84,114.4,406.9,5.5,41.94524725386158,-87.67085683148886,POINT (-87.67085683148886 41.94524725386158),2022-251483
2022,173861,,Submitted Data,5411 N WINTHROP AVE,60640,3.0,false,EDGEWATER,Multifamily Housing,64787,1973,1,,45,2578882.2,1959218.8,0,0,,89.9,183.8,91.8,187.2,443.7,8.8,41.98038160422268,-87.65777747829726,POINT (-87.65777747829726 41.98038160422268),2022-173861
2022,260083,Country Club Apartments,Not Submitted,6930 6950 S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,142961,,,,,,,,,,,,,,,,41.76896052011414,-87.56667053733712,POINT (-87.56667053733712 41.76896052011414),2022-260083
2022,150992,,Submitted Data,4101 4113 N KEDZIE AVE,60618,4.0,false,IRVING PARK,Multifamily Housing,53252,1929,1,,81,485240.2,2972104.5,0,0,,64.9,84.1,64.5,82.8,221.8,4.2,41.95578584660328,-87.70792271058846,POINT (-87.70792271058846 41.95578584660328),2022-150992
2022,101876,55 E Jackson Blvd,Submitted Data,55 E Jackson Blvd,60604,3.5,false,LOOP,Office,434169,1961,1,,52,19655171.8,27293652.7,0,0,,108.1,192.8,111.2,193.4,4038.6,9.3,41.87814785854393,-87.62557273455765,POINT (-87.62557273455765 41.87814785854393),2022-101876
2022,236816,401 East Ontario Condominiums,Not Submitted,401 E Ontario St,60611,0.0,false,NEAR NORTH SIDE,,450000,,,,,,,,,,,,,,,,41.893341296312244,-87.61758915120579,POINT (-87.61758915120579 41.893341296312244),2022-236816
2022,123202,,Submitted Data,1936 N Clark,60614,3.5,false,LINCOLN PARK,Multifamily Housing,176144,1932,1,,75,3597309.1,9733510.1,0,0,,75.7,115.2,76.8,115,990.8,5.6,41.91765150070084,-87.63576930909204,POINT (-87.63576930909204 41.91765150070084),2022-123202
2022,250001,120 North LaSalle,Submitted Data,120 N LaSalle St,60602,3.0,false,LOOP,Office,570884,1991,1,,67,23400985.9,0,0,0,,49.6,139,50.3,140.9,3082.2,6.5,41.883761218894925,-87.6325690927183,POINT (-87.6325690927183 41.883761218894925),2022-250001
2022,158647,Ambassador House Condominium Association,Submitted Data,1317 1325 N STATE PKWY,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,221050,1966,1,,20,4933850.2,16095635.5,0,0,,109.6,160.1,110.9,158.9,1504.8,7.8,41.90635532229939,-87.62861652837748,POINT (-87.62861652837748 41.90635532229939),2022-158647
2022,238365,Vision On State Condominium Association,Submitted Data,1255 S State St,60605,1.0,false,NEAR SOUTH SIDE,Multifamily Housing,373801,2007,1,,30,10124063.1,14577799.8,0,0,,89.5,158.2,90.2,157.7,2107.8,7.6,41.86593147276504,-87.62724010325859,POINT (-87.62724010325859 41.86593147276504),2022-238365
2022,124236,830 N Michigan Ave,Submitted Data,830 N Michigan Ave,60611,4.0,false,NEAR NORTH SIDE,Office,126000,2002,1,,,1580774,0,0,0,,12.5,35.1,12.5,35.1,208.2,1.7,41.89762924603104,-87.62427006876113,POINT (-87.62427006876113 41.89762924603104),2022-124236
2022,131428,,Not Submitted,217 235 W HURON ST,60654,0.0,false,NEAR NORTH SIDE,,122173,,,,,,,,,,,,,,,,41.894671023719845,-87.63490436761396,POINT (-87.63490436761396 41.894671023719845),2022-131428
2022,256543,,Submitted Data,360 W Erie Street,60654,4.0,false,Near North Side,Multifamily Housing,168300,2019,1,,100,2192875.2,3930195.6,0,0,,36.4,61,36.7,60.4,497.6,3,41.89404969714503,-87.6380311626491,POINT (-87.6380311626491 41.89404969714503),2022-256543
2022,252052,Ryerson Laboratory/ Eckhart Hall,Submitted Data,1118 1132 E 58th St,60637,4.0,false,HYDE PARK,Laboratory,67717,1894,1,,,1734067.2,0,1963580.8,0,,54.6,106.6,55.9,107.5,358.8,5.3,41.78970499651887,-87.59885387219137,POINT (-87.59885387219137 41.78970499651887),2022-252052
2022,251753,Shoop Acad Of Math/Science/Tech -CPS,Exempt,1460 W 112th St,60643,,true,MORGAN PARK,,124553,,,,,,,,,,,,,,,,41.690493538173016,-87.65927194463526,POINT (-87.65927194463526 41.690493538173016),2022-251753
2022,254360,Lycee Francais de Chicago,Not Submitted,1929 W WILSON AVE,60640,0.0,false,Lincoln Square,,86434,,,,,,,,,,,,,,,,41.965013404281635,-87.6772808492254,POINT (-87.6772808492254 41.965013404281635),2022-254360
2022,119349,Pete's Pulaski,Submitted Data,4343 S Pulaski Rd,60632,1.0,false,ARCHER HEIGHTS,Supermarket/Grocery Store,56000,2003,,,21,10716888.2,8615851.4,0,0,,345.2,697.4,351.9,704.4,1869.2,33.4,41.81391431134689,-87.7236649419466,POINT (-87.7236649419466 41.81391431134689),2022-119349
2022,175986,,Submitted Data,1228  W MONROE,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,66670,2006,1,,95,997299.2,1991260.6,0,0,,57.8,94.5,58.7,94.6,237.1,4.6,41.88042036508674,-87.65828088630344,POINT (-87.65828088630344 41.88042036508674),2022-175986
2022,159533,Alta at K Station,Submitted Data,555 W Kinzie St,60654,4.0,false,NEAR WEST SIDE,Multifamily Housing,1111604,2010,2,,82,20473366.8,38137145.1,0,0,,63.3,105.1,64.5,105.3,4722.3,5.1,41.888943075459004,-87.64173602174314,POINT (-87.64173602174314 41.888943075459004),2022-159533
2022,159311,(ILCH1212) - Park Michigan [external],Submitted Data,1212 S Michigan Ave,60605,1.0,false,NEAR SOUTH SIDE,Multifamily Housing,313446,1981,1,,4,19364345.8,4634441.9,0,0,,100.5,247.6,102.2,251.6,2796.7,11.7,41.86706145293373,-87.62429155657351,POINT (-87.62429155657351 41.86706145293373),2022-159311
2022,252083,St Pauls United Church of Christ,Exempt,2335 N Orchard St,60614,,true,LINCOLN PARK,,59380,,,,,,,,,,,,,,,,41.92469260253151,-87.64616383833263,POINT (-87.64616383833263 41.92469260253151),2022-252083
2022,256535,Artis of Lakeview (Senior Living),Not Submitted,3535 N Ashland Ave,60657,0.0,false,Lake View,,95660,,,,,,,,,,,,,,,,41.94622136231281,-87.6686950146948,POINT (-87.6686950146948 41.94622136231281),2022-256535
2022,117174,,Submitted Data,4444  W LAWRENCE AVE,60630,4.0,false,ALBANY PARK,Multifamily Housing,98272,1997,1,,84,1295048.5,5723140.3,0,0,,83.1,114.1,84.9,115.1,474.6,5.6,41.968224232060564,-87.73974748655358,POINT (-87.73974748655358 41.968224232060564),2022-117174
2022,251727,Urban Prep West,Submitted Data,1326 W 14th Place,60608,3.0,false,NEAR WEST SIDE,K-12 School,110540,1906,1,,48,3047417.6,6376390.5,0,0,,85.3,137.8,87.7,140.3,740.1,6.7,41.86256737391824,-87.66011241902464,POINT (-87.66011241902464 41.86256737391824),2022-251727
2022,158083,Renaissance Chicago O'Hare Suites Hotel,Submitted Data,8500 W Bryn Mawr Ave,60631,3.0,false,OHARE,Hotel,314254,2003,1,,70,13106798.8,17408099.8,0,0,,97.1,174.9,97.6,173.3,2651,8.4,41.98118072487806,-87.83916755770461,POINT (-87.83916755770461 41.98118072487806),2022-158083
2022,252067,Southview Manor,Submitted Data,3311 S Michigan Ave,60616,4.0,false,DOUGLAS,Senior Living Community,55031,1976,1,,69,1587900.4,5046199.8,0,0,,120.8,177.4,124.5,179.2,477.2,8.7,41.834330015257066,-87.62317380513748,POINT (-87.62317380513748 41.834330015257066),2022-252067
2022,255005,Luxe on Chicago,Submitted Data,1838 W CHICAGO AVE,60622,1.0,false,West Town,Multifamily Housing,75992,2016,6,,10,2626406.9,3984415.6,0,0,,94.9,165.7,98.1,169,557.6,8,41.89607518675221,-87.67373583668834,POINT (-87.67373583668834 41.89607518675221),2022-255005
2022,235845,The Elm at Clark,Submitted Data,1122 N Clark St,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,468820,1989,1,,53,11813175.8,15639729.2,0,0,,76.9,138.7,78.6,139.3,2386.7,6.7,41.90257879364103,-87.63155637844827,POINT (-87.63155637844827 41.90257879364103),2022-235845
2022,104263,,Submitted Data,444 454 W MELROSE ST,60657,2.0,false,LAKE VIEW,Multifamily Housing,62663,1967,1,,50,912655.4,4345520.6,0,0,,90.9,123,93.9,124.9,351,6.1,41.941292434096795,-87.64113182173176,POINT (-87.64113182173176 41.941292434096795),2022-104263
2022,254357,Casa Queretaro,Submitted Data,2012 W 17th St,60608,4.0,false,Near West Side,Multifamily Housing,62959,2016,1,,72,1010678.7,2570027.4,0,0,,67.7,104.5,69.6,106,269.6,5.1,41.85865669591845,-87.67659689335125,POINT (-87.67659689335125 41.85865669591845),2022-254357
2022,124308,Walmart Supercenter #5965,Not Submitted,10900 S Doty Ave,60628,0.0,false,PULLMAN,,155765,,,,,,,,,,,,,,,,41.69631368397275,-87.59663224393329,POINT (-87.59663224393329 41.69631368397275),2022-124308
2022,119215,919 S California Ave,Submitted Data,919 S California Ave,60612,1.0,false,EAST GARFIELD PARK,Other,85000,2002,1,,,5493764.2,3108966.4,0,0,,101.2,219.4,102.1,218.9,888.7,10.5,41.869536417163346,-87.69583879736895,POINT (-87.69583879736895 41.869536417163346),2022-119215
2022,160142,U.S. Cellular Plaza - 8430 _ Goby LLC,Submitted Data,8430 W Bryn Mawr Ave,60631,4.0,false,OHARE,Office,200150,1981,1,,96,4234631.9,0,0,0,,21.2,59.2,21,58.8,557.8,2.8,41.98121020982407,-87.83801331542305,POINT (-87.83801331542305 41.98121020982407),2022-160142
2022,140901,2800 North Orchard Condominium Association,Submitted Data,2800 N Orchard St,60614,4.0,false,LAKE VIEW,Multifamily Housing,117262,1978,1,,,1857191.9,4730681,0,0,,68.4,105.6,70.4,106.4,495.9,5.2,41.93286560937941,-87.64681894668838,POINT (-87.64681894668838 41.93286560937941),2022-140901
2022,253959,St. Paul Lofts Condominium Association,Submitted Data,2333 W Saint Paul Ave,60647,4.0,false,West Town,Multifamily Housing,105718,1950,1,,89,1855261.7,3764599.4,0,0,,53.2,86.5,53.5,85.9,444.3,4.2,41.91338713166236,-87.68624896706623,POINT (-87.68624896706623 41.91338713166236),2022-253959
2022,251462,Graham Elementary -CPS,Exempt,4436 S Union Ave,60609,,true,NEW CITY,,73500,,,,,,,,,,,,,,,,41.81329195185984,-87.64338050675275,POINT (-87.64338050675275 41.81329195185984),2022-251462
2022,175679,240 N Ashland Ave,Submitted Data,240 N Ashland Ave,60607,3.5,false,NEAR WEST SIDE,Office,81887,1900,1,,74,3059180.3,288440,0,0,,40.9,108.3,41,108.3,418.3,5.1,41.88665513164298,-87.6671633458753,POINT (-87.6671633458753 41.88665513164298),2022-175679
2022,255954,,Submitted Data,930 W Altgeld St,60614,4.0,false,LINCOLN PARK,Multifamily Housing,399600,2018,1,,90,5802147.9,12167414.4,0,0,,56,90.5,57.4,92,1410.5,4.4,41.92732228202121,-87.65250569075816,POINT (-87.65250569075816 41.92732228202121),2022-255954
2022,242605,850 Dewitt Place Condominiums,Submitted Data,850 N Dewitt Pl,60611,3.5,false,NEAR NORTH SIDE,Multifamily Housing,280100,1957,1,,76,3895315.8,16828052.2,0,0,,78.8,108.7,83.3,112.4,1406.9,5.3,41.89840219058591,-87.62034466317886,POINT (-87.62034466317886 41.89840219058591),2022-242605
2022,251686,James N Thorp -CPS,Submitted Data,8914 S Buffalo Ave,60617,3.0,false,SOUTH CHICAGO,K-12 School,135638,1893,3,,69,2357265.5,5627730.1,0,0,,58.9,92.2,60.3,93.7,609.4,4.5,41.73331034983172,-87.54451462352165,POINT (-87.54451462352165 41.73331034983172),2022-251686
2022,254996,Fletcher Jones Chicago Service (Audi),Not Submitted,1521 W NORTH AVE,60642,0.0,false,West Town,,55030,,,,,,,,,,,,,,,,41.910541780982875,-87.6661689081295,POINT (-87.6661689081295 41.910541780982875),2022-254996
2022,113548,Astor Terrace,Submitted Data,1450  N ASTOR ST,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,79118,1972,1,,21,3366186.8,2250941.4,0,0,,83.1,174.5,85.6,178.9,562.9,8.3,41.90920455537189,-87.62774261539515,POINT (-87.62774261539515 41.90920455537189),2022-113548
2022,251555,Columbia Explorers Elementary Academy -CPS,Submitted Data,4520 S Kedzie Ave,60632,2.5,false,BRIGHTON PARK,K-12 School,108052,2001,4,,40,3895749.9,3482069.9,0,0,,68.3,134.8,69,134.2,698.1,6.5,41.811056888806824,-87.70423480719234,POINT (-87.70423480719234 41.811056888806824),2022-251555
2022,244073,900/910 Lake Shore Drive,Submitted Data,900 N Lake Shore Dr,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,732456,1955,2,,79,7813260.5,45061432.4,0,0,,84.9,111.1,89.5,113.9,3422.5,5.5,41.899280990919685,-87.61889451230181,POINT (-87.61889451230181 41.899280990919685),2022-244073
2022,101681,Presence Resurrection Medical Center,Submitted Data,7435 W Talcott Ave,60631,2.0,false,NORWOOD PARK,Hospital (General Medical & Surgical),1511148,1953,2,,44,85849752.5,172928684.2,0,0,,236.1,385,236.5,382.4,20492.7,18.7,41.98857518279947,-87.81297791219501,POINT (-87.81297791219501 41.98857518279947),2022-101681
2022,250054,Tilden HS -CPS,Exempt,4747 S Union Ave,60609,,true,NEW CITY,,328514,,,,,,,,,,,,,,,,41.80751207247415,-87.64292985299984,POINT (-87.64292985299984 41.80751207247415),2022-250054
2022,237422,Kingsbury on the Park,Submitted Data,653 N Kingsbury St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,347000,2003,1,,62,7096181.4,13688276.5,0,0,,74.8,123.2,78.7,126.9,1661.7,6,41.89355955210207,-87.641313390103,POINT (-87.641313390103 41.89355955210207),2022-237422
2022,256431,Gunsaulus Hall,Not Submitted,3140 S Michigan Avenue,60616,0.0,false,DOUGLAS,,82898,,,,,,,,,,,,,,,,41.83707571658802,-87.6235607435773,POINT (-87.6235607435773 41.83707571658802),2022-256431
2022,251773,"Jewel Osco, 03296-Foster & Harlem",Submitted Data,7342 W Foster Ave,60656,3.5,false,NORWOOD PARK,Supermarket/Grocery Store,77255,1978,1,,71,8262505.8,6931699.9,0,0,,196.7,393.7,197.9,391.9,1456.5,18.9,41.97454294770947,-87.81134688421793,POINT (-87.81134688421793 41.97454294770947),2022-251773
2022,251227,372 W Ontario St,Submitted Data,372 W Ontario St,60654,3.5,false,NEAR NORTH SIDE,Office,50078,1910,1,,76,1226235.2,1573649.8,0,0,,55.9,101.6,57.7,102.9,245.1,4.9,41.893239776829795,-87.63842238774387,POINT (-87.63842238774387 41.893239776829795),2022-251227
2022,256765,,Not Submitted,2750 N ELSTON AVE,60647,0.0,false,Logan Square,,50000,,,,,,,,,,,,,,,,41.93148499508853,-87.68702006144714,POINT (-87.68702006144714 41.93148499508853),2022-256765
2022,105600,Hampden Court Apartments,Not Submitted,2740 2750 N HAMPDEN CT,60614,0.0,false,LINCOLN PARK,,63200,,,,,,,,,,,,,,,,41.93186086073519,-87.64233056046548,POINT (-87.64233056046548 41.93186086073519),2022-105600
2022,174260,Uptown Bank Building,Exempt,4753 N Broadway St,60640,,true,UPTOWN,,101422,,,,,,,,,,,,,,,,41.96872371055819,-87.65941408749583,POINT (-87.65941408749583 41.96872371055819),2022-174260
2022,243246,Eliot House Condominium Association,Submitted Data,1255 N Sandburg Ter,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,383216,1963,1,,26,7439010.6,29448118.9,0,0,,117.7,165.1,124.3,170.2,2544,8.1,41.905559285994315,-87.63200845108385,POINT (-87.63200845108385 41.905559285994315),2022-243246
2022,101671,,Not Submitted,6101 6115 N SEELEY AVE,60659,0.0,false,WEST RIDGE,,65250,,,,,,,,,,,,,,,,41.991927627552094,-87.68094835003497,POINT (-87.68094835003497 41.991927627552094),2022-101671
2022,251595,Nixon -CPS,Submitted Data,2121 N Keeler Ave,60639,3.5,false,HERMOSA,K-12 School,130113,1896,2,,54,3214827.2,5886740,0,0,,70,116.7,72,118.9,736.1,5.7,41.91959342122171,-87.73138367600806,POINT (-87.73138367600806 41.91959342122171),2022-251595
2022,251341,The Legacy at Millennium Park,Submitted Data,60 E Monroe St,60603,2.0,false,LOOP,Multifamily Housing,1014137,2009,1,,46,27155150.1,21387874.4,0,17681854.3,,81.2,140.5,79.8,140.3,,,41.88091068103145,-87.62550910573044,POINT (-87.62550910573044 41.88091068103145),2022-251341
2022,256847,,Submitted Data,2071 N Southport Avenue,60614,2.0,false,,Office,81701,1921,1,,49,2493390.4,3251086.3,0,0,,70.3,127.2,70.5,125.1,501.1,6.1,41.91973195659553,-87.66300030046835,POINT (-87.66300030046835 41.91973195659553),2022-256847
2022,254984,ONE 333,Submitted Data,1333 S WABASH AVE,60605,1.0,false,Near South Side,Multifamily Housing,280179,2016,1,,30,10503952.7,13143080.4,0,0,,88.8,162.3,89.6,161.5,2081.6,7.8,41.8648083451248,-87.62562362384332,POINT (-87.62562362384332 41.8648083451248),2022-254984
2022,162360,Jordan Comm -CPS,Submitted Data,7414 N Wolcott Ave,60626,1.0,false,ROGERS PARK,K-12 School,66950,1993,1,,29,1935924.5,4211729.6,0,0,,91.8,147,93.9,147.8,478.7,7.2,42.017095361778246,-87.6777992754919,POINT (-87.6777992754919 42.017095361778246),2022-162360
2022,251381,Irving Elementary - CPS,Submitted Data,749 S Oakley Blvd,60612,2.0,false,NEAR WEST SIDE,K-12 School,55148,1988,1,,41,1300674.9,3501280.1,0,0,,87.1,132.7,89.7,133.6,357.3,6.5,41.8716123832016,-87.68357938618549,POINT (-87.68357938618549 41.8716123832016),2022-251381
2022,243929,The ParkShore Condominium Association,Submitted Data,195 N Harbor Dr,60601,4.0,false,LOOP,Multifamily Housing,1122828,1991,1,,77,26091284.7,21878218.2,0,0,,47.5,95.1,48.6,96.2,4598.6,4.6,41.8861772805657,-87.61559960114916,POINT (-87.61559960114916 41.8861772805657),2022-243929
2022,160434,MDA City Apartments,Not Submitted,63 E Lake St,60601,0.0,false,LOOP,,175376,,,,,,,,,,,,,,,,41.88561970321629,-87.62576043519033,POINT (-87.62576043519033 41.88561970321629),2022-160434
2022,253973,Klee Plaza at Six Corners Condominium Association,Submitted Data,4015 N Milwaukee Ave,60654,4.0,false,Portage Park,Multifamily Housing,94000,2007,1,,89,1561163.7,3672464.1,0,0,,55.7,87.5,56.2,86.7,400.7,4.3,41.953803969336725,-87.74773386579533,POINT (-87.74773386579533 41.953803969336725),2022-253973
2022,132207,City North 14,Submitted Data,2600 N Western Ave,60647,1.0,false,LOGAN SQUARE,Movie Theater,73000,2010,1,,,5678738.2,1154018,0,0,,93.6,234.4,94.9,235.8,809.3,11.1,41.92866978990974,-87.68792223553898,POINT (-87.68792223553898 41.92866978990974),2022-132207
2022,173715,,Submitted Data,2738  N PINE GROVE AVE,60614,4.0,false,LINCOLN PARK,Multifamily Housing,103203,1927,1,,90,1381057,7533130.4,0,0,,86.4,114.1,91.4,118.4,582,5.6,41.93200606335289,-87.64109585404462,POINT (-87.64109585404462 41.93200606335289),2022-173715
2022,236480,Thorndale Beach South Condominium Association,Submitted Data,5855 N Sheridan Rd,60660,1.0,false,EDGEWATER,Multifamily Housing,371795,1967,1,,16,18403845.7,0,0,0,,63.9,179,65.4,183.2,2424,8.4,41.98890263148694,-87.65520287102045,POINT (-87.65520287102045 41.98890263148694),2022-236480
2022,158630,Erie Centre Condo,Submitted Data,375 425 W Erie St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,420897,1999,2,,96,9945689.7,1681614,0,0,,29.4,74.8,29.6,75,1399.3,3.5,41.89382479702849,-87.63845324406812,POINT (-87.63845324406812 41.89382479702849),2022-158630
2022,101527,Sankofa House,Submitted Data,4041  W ROOSEVELT RD,60624,3.5,false,NORTH LAWNDALE,Multifamily Housing,67988,2008,1,,76,992881.8,4587861.8,0,0,,82.1,111.7,86,115.9,374.5,5.5,41.86604002556215,-87.72672414365992,POINT (-87.72672414365992 41.86604002556215),2022-101527
2022,115942,,Submitted Data,501  W SURF ST,60657,0.0,false,LAKE VIEW,,267400,,,,,,,,,,,,,,,,41.934195165791614,-87.64140393808746,POINT (-87.64140393808746 41.934195165791614),2022-115942
2022,254327,,Submitted Data,3125 W Fullerton,60647,4.0,false,Logan Square,Multifamily Housing,180000,2007,1,,97,2573718.4,4171305.7,0,0,,43.5,74.8,44,74.1,560.6,3.6,41.924623451645274,-87.7056437141303,POINT (-87.7056437141303 41.924623451645274),2022-254327
2022,251263,Gold Coast Galleria,Submitted Data,111 W Maple St,60610,,true,NEAR NORTH SIDE,Mixed Use Property,585440,1991,1,,,20598245,12941656,0,0,,72.6,154.2,73.6,154.1,3400.5,7.4,41.9017266664286,-87.63189961994883,POINT (-87.63189961994883 41.9017266664286),2022-251263
2022,251224,142 E Ontario St,Submitted Data,142 E Ontario St,60611,2.0,false,NEAR NORTH SIDE,Office,137050,1986,1,,48,7875333,0,0,0,,57.5,160.9,57.5,160.9,1037.3,7.6,41.893450416323674,-87.62385390964229,POINT (-87.62385390964229 41.893450416323674),2022-251224
2022,142710,,Submitted Data,6200 6248 N CLARK ST,60660,4.0,false,EDGEWATER,Multifamily Housing,201600,1925,3,,96,326041.3,11227910,0,0,,57.3,63,59.5,65.3,639.3,3.2,41.99448659952616,-87.67029805860916,POINT (-87.67029805860916 41.99448659952616),2022-142710
2022,240299,The Pinnacle,Submitted Data,21 E Huron St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,636691,2004,1,,18,32465729,5133529.7,0,0,,61.6,157.7,62.8,160.9,4548.9,7.4,41.8947801798193,-87.62721724116876,POINT (-87.62721724116876 41.8947801798193),2022-240299
2022,135620,,Not Submitted,8704 S CONSTANCE AVE,60617,0.0,false,CALUMET HEIGHTS,,80400,,,,,,,,,,,,,,,,41.73679866657223,-87.57950448750407,POINT (-87.57950448750407 41.73679866657223),2022-135620
2022,103594,NBC Tower,Submitted Data,455 N Cityfront Plaza Dr,60611,3.0,false,NEAR NORTH SIDE,Office,1164458,1988,1,,66,73722375.6,0,0,0,,78.5,219.8,78,218.4,9710.3,10.3,41.890001335214684,-87.62143868830125,POINT (-87.62143868830125 41.890001335214684),2022-103594
2022,256080,Oakwood Shores 2D,Submitted Data,3744-54 S ELLIS AVE,,4.0,false,OAKLAND,Multifamily Housing,198993,2005,21,,99,3854502,2453900,0,0,,31.7,67.2,31.1,65.5,638,3.2,41.82691325467693,-87.60694821965754,POINT (-87.60694821965754 41.82691325467693),2022-256080
2022,251499,Jahn World Language -CPS,Submitted Data,3149 N Wolcott Ave,60657,2.5,false,NORTH CENTER,K-12 School,83029,1908,1,,60,1232359.8,5352450.1,0,0,,79.3,109.2,82,112.1,446.6,5.4,41.939244044293275,-87.67577282335188,POINT (-87.67577282335188 41.939244044293275),2022-251499
2022,100252,,Submitted Data,10426  S MICHIGAN AVE,60628,4.0,false,ROSELAND,Multifamily Housing,47039,2011,1,,92,1550327.6,110041.9,0,0,,35.3,94.7,34.2,91.3,210,4.5,41.70460868112854,-87.6207129341579,POINT (-87.6207129341579 41.70460868112854),2022-100252
2022,113507,LaSalle Terrace Condominium Association,Submitted Data,1540 N LaSalle St,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,166700,1976,1,,41,3939162.4,9152638.4,0,0,,86.7,136.7,87.9,135.4,1005,6.7,41.91035173405037,-87.63326946885557,POINT (-87.63326946885557 41.91035173405037),2022-113507
2022,102283,Presence St Joseph Hospital - Chicago,Submitted Data,2900 N Lake Shore Dr,60657,3.5,false,LAKE VIEW,Hospital (General Medical & Surgical),965404,1960,2,,80,47879626.3,95085836.6,0,0,,210.2,343.8,209.9,339.1,11356.9,16.7,41.93440298707838,-87.63680583708285,POINT (-87.63680583708285 41.93440298707838),2022-102283
2022,251498,"Ericson Scholastic Academy, Leif -CPS",Submitted Data,3600 W 5th Ave,60624,2.5,false,EAST GARFIELD PARK,K-12 School,74410,1962,1,,38,2219035.2,3816750,0,0,,81.1,137.4,84.7,141.7,495,6.7,41.875761905688385,-87.71584572540192,POINT (-87.71584572540192 41.875761905688385),2022-251498
2022,159421,Lake Meadows 7,Submitted Data,400 E 33rd St,60616,1.0,false,DOUGLAS,Multifamily Housing,309457,1956,1,,10,2798894.2,48097442.6,0,0,,167.4,191.9,178.2,202.6,2923.3,9.6,41.83475713364565,-87.61700965313045,POINT (-87.61700965313045 41.83475713364565),2022-159421
2022,137211,,Not Submitted,1601  S MICHIGAN AVE,60616,0.0,false,NEAR SOUTH SIDE,,74598,,,,,,,,,,,,,,,,41.86017214551138,-87.62383956800971,POINT (-87.62383956800971 41.86017214551138),2022-137211
2022,160341,,Submitted Data,247 E Chestnut St,60611,3.5,false,NEAR NORTH SIDE,Multifamily Housing,145964,1955,1,,75,2829336.8,7081728.5,0,0,,77.2,119.6,80.7,121.3,748.8,5.8,41.89833668798527,-87.62001956308073,POINT (-87.62001956308073 41.89833668798527),2022-160341
2022,100469,,Not Submitted,5527 5537 S EVERETT AVE,60637,0.0,false,HYDE PARK,,58872,,,,,,,,,,,,,,,,41.794426829233466,-87.58237274871705,POINT (-87.58237274871705 41.794426829233466),2022-100469
2022,156856,Presence Stone Professional Office Building,Not Submitted,2800 - 2812 N Sheridan Rd,60657,0.0,false,LAKE VIEW,,96180,,,,,,,,,,,,,,,,41.932987177104614,-87.63946725226594,POINT (-87.63946725226594 41.932987177104614),2022-156856
2022,101030,,Submitted Data,3750  S COTTAGE GROVE AVE,60653,3.5,false,OAKLAND,Multifamily Housing,76017,2012,1,,79,1954106.1,2249579.9,0,0,,55.3,103.1,57.8,105.6,376.9,5,41.82637056675502,-87.60828676412143,POINT (-87.60828676412143 41.82637056675502),2022-101030
2022,251697,Catalyst Charter Es - Howland -CPS,Submitted Data,1616 S Spaulding Ave,60623,3.0,false,NORTH LAWNDALE,K-12 School,138936,1893,3,,68,2880427.4,8058770.1,0,0,,78.7,119,81.4,121.8,807.4,5.8,41.85850181282424,-87.70802532183012,POINT (-87.70802532183012 41.85850181282424),2022-251697
2022,244099,Trump International Hotel & Tower Chicago,Submitted Data,401 N Wabash Ave,60611,2.0,false,NEAR NORTH SIDE,Mixed Use Property,2612396,2008,1,,41,113104377.3,19804313.8,0,0,,62.5,158.8,63.1,160.3,15949.4,7.5,41.889284013529334,-87.62654854794113,POINT (-87.62654854794113 41.889284013529334),2022-244099
